,Ad Clicks,Ad Impressions,Ad Spend,Ad Text,Age,Date,Interests,Language,Location,Number,Placements
96,1,30,9.15,"Pete Buttigieg is South Bend's 32nd mayor and America's youngest mayor of a city of over 100,000 residents. Recently Buttigieg came out publicly as gay. In life and in service, people like Pete is an inspiration for us all! #Igbt #QueerQuote #USpolitics #Indiana #ComingOut #Buttigieg","Age: 18 - 65+ Placements: News Feed on desktop computers or News Feed on mobile devices People Who Match: People who like LGBT United, Friends of connections: Friends of people who are connected to LGBT United Ad Impressions 30 Ad Clicks 1 Ad Spend 9.15 RUB Ad Creation Date 06/23/15 07:04:39 AM PDT Ad End Date 06/24/15 07:04:39 AM PDT P(1)0002576 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on IntelligenceLGBT United Sponsored - 0 ,dr  Like Page Pete Buttigieg is South Bend's 32nd mayor and America's youngest mayor of a city of over 100,000 residents. Recently Buttigieg came out publicly as gay. In life and in service, people like Pete is an inspiration for us all! #Igbt #QueerQuote #USpolitics #Indiana #GomingOut #Buttigieg ""For most of our history, most Americans had no idea how many people they knew and cared about were gay. Friends and family  have made clear that they view this  as just a part of who I  am. Their  response  makes it  possible  to feel judged not by sexual orientation but by the things that we ought to care about most, like  the content of our character and the value  of our contributions"" PETE BUTTIGIEG, Mayor of South  Bend, IN tilk  Like * Comment  A Share P(1)0002577 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on Intelligence",06/23/15 07:04:39 AM PDT,N/A,N/A,N/A,P(1)0002576.pdf,"Placements: News Feed on desktop computers or News Feed on mobile devices People Who Match: People who like LGBT United, Friends of connections: Friends of people who are connected to LGBT United Ad Impressions 30 Ad Clicks 1 Ad Spend 9.15 RUB Ad Creation Date 06/23/15 07:04:39 AM PDT Ad End Date 06/24/15 07:04:39 AM PDT P(1)0002576 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on IntelligenceLGBT United Sponsored - 0 ,dr  Like Page Pete Buttigieg is South Bend's 32nd mayor and America's youngest mayor of a city of over 100,000 residents. Recently Buttigieg came out publicly as gay. In life and in service, people like Pete is an inspiration for us all! #Igbt #QueerQuote #USpolitics #Indiana #GomingOut #Buttigieg ""For most of our history, most Americans had no idea how many people they knew and cared about were gay. Friends and family  have made clear that they view this  as just a part of who I  am. Their  response  makes it  possible  to feel judged not by sexual orientation but by the things that we ought to care about most, like  the content of our character and the value  of our contributions"" PETE BUTTIGIEG, Mayor of South  Bend, IN tilk  Like * Comment  A Share P(1)0002577 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on Intelligence"
97,80,791,181.49,"The ninth transgender was found death in the USA Transgender teen Mercedes Williamson was found dead in a wooded area. She is the ninth confirmed transgender homicide victim in the USA this year. Police in George County. Mississippi have charged a suspect Josh Brandon Vallum. Police said that Mercedes and Josh knew each other, but it is not clear if Vallum knew Williamson was a transgender. Jeanie Miller, whom Williamson had been living with, said that Vallum knew that Williamson was transgender. Modern America is too dangerous for transgenders. This is the ninth transgender killing based on gender identity. According to the National Coalition of Anti-Violence Programs' report hate-motivated violence against transgenders rose 13%. Unfortunately, it is very difficult to live as a transgender in the South. Alabama even passed a religious freedom law in 1998 that allows discrimination against LGBT people. That also allows lawmakers to justify hostility toward transgender people. And that we call `freedom'? America is no longer land of freedom!","Age: 18 - 65+ Placements: News Feed on desktop computers or News Feed on mobile devices People Who Match: People who like LGBT United. Friends of connections: Friends of people who are connected to LGBT United Ad Impressions 791 Ad Clicks 80 Ad Spend 181.49 RUB Ad Creation Date 06/23/15 07:33:17 AM PDT Ad End Date 06/24/15 07:33:17 AM PDT P(1)0002578 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on Intelligence7LGBT United Sponsored â€¢ N jr Like Page The ninth transgender was found death in the USA Transgender teen Mercedes Williamson was found dead in a wooded area. She is the ninth confirmed transgender homicide victim in the USA this year. Police in George County, Mississippi have charged a suspect Josh Brandon Vallum. Police said that Mercedes and Josh knew each other, but it is not clear if Vallum knew Williamson was a transgender. Jeanie Miller, whom Williamson had been living with, said that Valium knew that Willia... See P4tore 41 Likes 9 Comments 18 Shares li Like  * Comment  /0 Share P(1)0002579 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on Intelligence",06/23/15 07:33:17 AM PDT,N/A,N/A,N/A,P(1)0002578.pdf,"Placements: News Feed on desktop computers or News Feed on mobile devices People Who Match: People who like LGBT United. Friends of connections: Friends of people who are connected to LGBT United Ad Impressions 791 Ad Clicks 80 Ad Spend 181.49 RUB Ad Creation Date 06/23/15 07:33:17 AM PDT Ad End Date 06/24/15 07:33:17 AM PDT P(1)0002578 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on Intelligence7LGBT United Sponsored â€¢ N jr Like Page The ninth transgender was found death in the USA Transgender teen Mercedes Williamson was found dead in a wooded area. She is the ninth confirmed transgender homicide victim in the USA this year. Police in George County, Mississippi have charged a suspect Josh Brandon Vallum. Police said that Mercedes and Josh knew each other, but it is not clear if Vallum knew Williamson was a transgender. Jeanie Miller, whom Williamson had been living with, said that Valium knew that Willia... See P4tore 41 Likes 9 Comments 18 Shares li Like  * Comment  /0 Share P(1)0002579 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on Intelligence"
98,0,0,,"Matt Cage comes out as gay The pro wrestler Matt Cage, known as 'Money' publicly announced that he is gay in a Facebook post. Previously Matt Hullum identified himself as bisexual. Sorry, ladies. I'm officially pulling myself off of the market. Don't hate me too bad.' 'I truly have nothing to hide anymore,' he wrote. 'I spent the majority of my life lying, hiding and depressed because I felt like I  couldn't truly be who I  wanted to be and live freely as I saw fit. I  had to act and that's not me. I, nor anyone else, should have to do that.' Matt decided to tell the truth publicly because of speculation that was going behind his back. This news should please all progressive humanity because the coming-out once again confirms the fact that homosexuality and masculinity are a perfect combination and do not contradict each other.","Age: 18 - 65+ Placements: News Feed on desktop computers or News Feed on mobile devices People Who Match: People who like LGBT United, Friends of connections: Friends of people who are connected to LGBT United Ad Impressions 0 Ad Clicks 0 Ad Spend None Ad Creation Date 06/24/15 07:15:12 AM PDT Ad End Date 06/25/15 07:15:12 AM PDT P(1)0002580 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on IntelligenceLGBT United Sponsored - 0 Matt Cage comes out as gay ilk Like Page The pro wrestler Matt Cage, known as `Money' publicly announced that he is gay in a Facebook post. Previously Matt Hullum identified himself as bisexual. Sorry, ladies. I'm officially pulling myself off of the market. Don't hate me too bad.'... See More PRO WRESTLER MONEY MATT CAGE COMES OUT AS GAY 90 Likes  15 Shares Ilk Like  * comment  * Sham P(1)0002581 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on Intelligence",06/24/15 07:15:12 AM PDT,N/A,N/A,N/A,P(1)0002580.pdf,"Placements: News Feed on desktop computers or News Feed on mobile devices People Who Match: People who like LGBT United, Friends of connections: Friends of people who are connected to LGBT United Ad Impressions 0 Ad Clicks 0 Ad Spend None Ad Creation Date 06/24/15 07:15:12 AM PDT Ad End Date 06/25/15 07:15:12 AM PDT P(1)0002580 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on IntelligenceLGBT United Sponsored - 0 Matt Cage comes out as gay ilk Like Page The pro wrestler Matt Cage, known as `Money' publicly announced that he is gay in a Facebook post. Previously Matt Hullum identified himself as bisexual. Sorry, ladies. I'm officially pulling myself off of the market. Don't hate me too bad.'... See More PRO WRESTLER MONEY MATT CAGE COMES OUT AS GAY 90 Likes  15 Shares Ilk Like  * comment  * Sham P(1)0002581 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on Intelligence"
99,3,118,42.94,"First LGBT studies course opens in a San Francisco high school A San Francisco high school may be the first US school to offer an LGBT studies course. The course will teach terminology and the history of LGBT movement. ""We'll look at what it's been like for gay men, what it's been like for lesbian women, what it's been like for transgender people,"" Ruth Asawa High School Social Studies teacher Lyndsey Schlax told. Schlax has been working with Cleve Jones, a human rights activist, who was mentored by Harvey Milk. It is proposed that the class will begin in autumn. Really perfect idea! There are at least twenty eight percent of LGBT students in Asawa High School. It is the fact that we need such classes in every American school! Children shouldn't be afraid to show who they are; they shouldn't be afraid to speak about LGBT history; they should know that it is normal to be gay or lesbian or transgender. Everybody should be taught to understand LGBT people and recognize them as ordinary citizens.","Age: 18 - 65+ Placements: News Feed on desktop computers or News Feed on mobile devices People Who Match: People who like LGBT United, Friends of connections: Friends of people who are connected to LGBT United Ad Impressions 118 Ad Clicks 3 Ad Spend 42.94 RUB Ad Creation Date 06/24/15 07:15:44 AM PDT Ad End Date 06/25/15 07:15:43 AM PDT P(1)0002582 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on IntelligenceLGBT United Sponsored - 4 Ii Like Page First LGBT studies course opens in a San Francisco high school A San Francisco high school may be the first US school to offer an LGBT studies course. The course will teach terminology and the history of LGBT movement. ""We'll look at what it's been like for gay men, what it's been like for lesbian women, what it's been like for transgender people,"" Ruth Asawa High School Social Studies teacher Lyndsey Schlax told. Schlax has been working with Cleve Jones, a human rights act... See More 51 Likes  1  Con~rnen4  13 Shaun jr Like * Comment  * Share P(1)0002583 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on Intelligence",06/24/15 07:15:44 AM PDT,N/A,N/A,N/A,P(1)0002582.pdf,"Placements: News Feed on desktop computers or News Feed on mobile devices People Who Match: People who like LGBT United, Friends of connections: Friends of people who are connected to LGBT United Ad Impressions 118 Ad Clicks 3 Ad Spend 42.94 RUB Ad Creation Date 06/24/15 07:15:44 AM PDT Ad End Date 06/25/15 07:15:43 AM PDT P(1)0002582 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on IntelligenceLGBT United Sponsored - 4 Ii Like Page First LGBT studies course opens in a San Francisco high school A San Francisco high school may be the first US school to offer an LGBT studies course. The course will teach terminology and the history of LGBT movement. ""We'll look at what it's been like for gay men, what it's been like for lesbian women, what it's been like for transgender people,"" Ruth Asawa High School Social Studies teacher Lyndsey Schlax told. Schlax has been working with Cleve Jones, a human rights act... See More 51 Likes  1  Con~rnen4  13 Shaun jr Like * Comment  * Share P(1)0002583 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on Intelligence"
100,12,102,53.13,"Good morning, dear friends! Have a tasty and colorful morning! All you need is love, coffee and rainbow dishes!","Age: 18 - 65+ Placements: News Feed on desktop computers or News Feed on mobile devices People Who Match: People who like LGBT United, Friends of connections: Friends of people who are connected to LGBT United Ad Impressions 102 Ad Clicks 12 Ad Spend 53.13 RUB Ad Creation Date 06/24/15 07:16:43 AM PDT Ad End Date 06/25/15 07:16:43 AM PDT P(1)0002584 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on IntelligenceLGBT Unfted added 4 new photos lip  Like Page ~â€¢''~ Sponsored - 4 Good morning, dear friends! Have a tasty and colorful morning! All you need is love, coffee and rainbow dishes! 213 Likes 2 Comments 50 Shares Ii Litre  F comnierd  A Share P(1)0002585 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on Intelligence",06/24/15 07:16:43 AM PDT,N/A,N/A,N/A,P(1)0002584.pdf,"Placements: News Feed on desktop computers or News Feed on mobile devices People Who Match: People who like LGBT United, Friends of connections: Friends of people who are connected to LGBT United Ad Impressions 102 Ad Clicks 12 Ad Spend 53.13 RUB Ad Creation Date 06/24/15 07:16:43 AM PDT Ad End Date 06/25/15 07:16:43 AM PDT P(1)0002584 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on IntelligenceLGBT Unfted added 4 new photos lip  Like Page ~â€¢''~ Sponsored - 4 Good morning, dear friends! Have a tasty and colorful morning! All you need is love, coffee and rainbow dishes! 213 Likes 2 Comments 50 Shares Ii Litre  F comnierd  A Share P(1)0002585 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on Intelligence"
101,61,920,400.00,Silent no more: we deserve equal rights! This photo of gay rights protest was made in New York in 1971. These are early days in the fight for gay rights.,"Age: 18 - 65+ Placements: News Feed on desktop computers or News Feed on mobile devices People Who Match: People who like LGBT United, Friends of connections: Friends of people who are connected to LGBT United Ad Impressions 920 Ad Clicks 61 Ad Spend 400.00 RUB Ad Creation Date 06/25/15 04:16:59 AM PDT Ad End Date 06/26/15 04:16:59 AM PDT P(1)0002586 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on IntelligenceLGBT United Sponsored - 0 ilk  Like Page Silent no more; we deserve equal rights! This photo of gay rights protest was made in New York in 1971. These are early days in the fight for gay rights. ~ 6s3 Likes  13 Shares ,i Like * Comment  of Share P(1)0002587 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on Intelligence",06/25/15 04:16:59 AM PDT,N/A,N/A,N/A,P(1)0002586.pdf,"Placements: News Feed on desktop computers or News Feed on mobile devices People Who Match: People who like LGBT United, Friends of connections: Friends of people who are connected to LGBT United Ad Impressions 920 Ad Clicks 61 Ad Spend 400.00 RUB Ad Creation Date 06/25/15 04:16:59 AM PDT Ad End Date 06/26/15 04:16:59 AM PDT P(1)0002586 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on IntelligenceLGBT United Sponsored - 0 ilk  Like Page Silent no more; we deserve equal rights! This photo of gay rights protest was made in New York in 1971. These are early days in the fight for gay rights. ~ 6s3 Likes  13 Shares ,i Like * Comment  of Share P(1)0002587 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on Intelligence"
102,74,1038,400.00,"California Attorney General ruled against the execution of gays and lesbians A California judge argued against a proposed initiative about the execution of gay and lesbian people, naming this measure ""unconstitutional on its face."" The Sodomite Suppression Act proposes that ""any person who willingly touches another person of the same gender for purposes of sexual gratification be put to death by bullets to the head or by any other convenient method."" The act also will outlaw advocating gay rights to minors. California Attorney General Kamala Harris claimed that the proposal was unconstitutional and it had no place in civil society. The proposal reminds me the Inquisition. We live in a free and tolerate country! So even talks about such an initiative should be immediately stopped. Where is our President? Stop considering gays as naughty and not like all the others. We are all equal. Despite all the arguments that the opponents of gay marriage call, polls show that the majority of Americans stand for gay marriages. Why not to hold a referendum as the Irish did? Why we should listen to conservatives?","Age: 18 - 65+ Placements: News Feed on desktop computers or News Feed on mobile devices People Who Match: People who like LGBT United, Friends of connections: Friends of people who are connected to LGBT United Ad Impressions 1,038 Ad Clicks 74 Ad Spend 400.00 RUB Ad Creation Date 06/25/15 04:17:19 AM PDT Ad End Date 06/26/15 04:17:19 AM PDT P(1)0002588 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on IntelligenceLGBT Unfted  â€”21 , Sponsored  4 1i Like Page California Attorney General ruled against the execution of gays and lesbians A California judge argued against a proposed initiative about the execution of gay and lesbian people, naming this measure ""unconstitutional on its face."" The Sodomite Suppression Act proposes that ""any person who willingly touches another person of the same gender for purposes of sexual gratification be put to death by bullets to the head or by any other convenient method.` The act also will outlaw ... See More CALIFORNIA JUDGE THROWS OUT BALLOT INITIATIVE CALLING FOR EXECUTION OF GAY PEOPLE bo b(,es  I  ~, 1 cares ilk Like * Comment  o+ Share P(1)0002589 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on Intelligence",06/25/15 04:17:19 AM PDT,N/A,N/A,N/A,P(1)0002588.pdf,"Placements: News Feed on desktop computers or News Feed on mobile devices People Who Match: People who like LGBT United, Friends of connections: Friends of people who are connected to LGBT United Ad Impressions 1,038 Ad Clicks 74 Ad Spend 400.00 RUB Ad Creation Date 06/25/15 04:17:19 AM PDT Ad End Date 06/26/15 04:17:19 AM PDT P(1)0002588 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on IntelligenceLGBT Unfted  â€”21 , Sponsored  4 1i Like Page California Attorney General ruled against the execution of gays and lesbians A California judge argued against a proposed initiative about the execution of gay and lesbian people, naming this measure ""unconstitutional on its face."" The Sodomite Suppression Act proposes that ""any person who willingly touches another person of the same gender for purposes of sexual gratification be put to death by bullets to the head or by any other convenient method.` The act also will outlaw ... See More CALIFORNIA JUDGE THROWS OUT BALLOT INITIATIVE CALLING FOR EXECUTION OF GAY PEOPLE bo b(,es  I  ~, 1 cares ilk Like * Comment  o+ Share P(1)0002589 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on Intelligence"
103,37,365,91.81,"""Gay, Lesbian, Bi, and Straight, we are the community and family of God, and we are here knowing God loves us."" -Rev. Nathan Baxter #Igbtq #together #community #Gay #Lesbian #Transgender #NatanBaxter","Age: 18 - 65+ Placements: News Feed on desktop computers or News Feed on mobile devices People Who Match: People who like LGBT United, Friends of connections: Friends of people who are connected to LGBT United Ad Impressions 365 Ad Clicks 37 Ad Spend 91.81 RUB Ad Creation Date 06/23/15 07:03:13 AM PDT Ad End Date 06/24/15 07:03:12 AM PDT P(1)0002590 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on IntelligenceLGBT United •  Sponsored • 0 jr Like Page ""Gay, Lesbian, Bi, and Straight, we are the community and family of God, and we are here knowing God loves us."" —Rev. Nathan Banter #Igbtq #together #community #Gay #Lesbian #Transgender #NatanBaxter 81 Likes 27 Shares Ili uke * Comment  A Share P(1)0002591 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on Intelligence",06/23/15 07:03:13 AM PDT,N/A,N/A,N/A,P(1)0002590.pdf,"Placements: News Feed on desktop computers or News Feed on mobile devices People Who Match: People who like LGBT United, Friends of connections: Friends of people who are connected to LGBT United Ad Impressions 365 Ad Clicks 37 Ad Spend 91.81 RUB Ad Creation Date 06/23/15 07:03:13 AM PDT Ad End Date 06/24/15 07:03:12 AM PDT P(1)0002590 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on IntelligenceLGBT United •  Sponsored • 0 jr Like Page ""Gay, Lesbian, Bi, and Straight, we are the community and family of God, and we are here knowing God loves us."" —Rev. Nathan Banter #Igbtq #together #community #Gay #Lesbian #Transgender #NatanBaxter 81 Likes 27 Shares Ili uke * Comment  A Share P(1)0002591 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on Intelligence"
104,39,645,269.87,"Transgender employees will get health coverage On Tuesday the federal government ordered health insurers to include transition-related health coverage for transgender employees in their plans. ""Effective January 1, 2016, no carrier participating in the Federal Employees Health Benefits Program may have a general exclusion of services, drugs or supplies related to gender transition or `sex transformations,""' the new ""carrier letter"" said. LGBT advocates who have been pressing the administration for change welcomed the news. ""With today's announcement, transgender federal employees can now access health care that is so fundamental to their well- being and, in the long-term, will make transgender employees happier and more productive workers,"" National Center for Transgender Equality Executive Director Mara Keisling told. Yeah, it is really happy news for transgender people! Now the discrimination on coverage for trans people will be ended.","Age: 18 - 65+ Placements: News Feed on desktop computers or News Feed on mobile devices People Who Match: People who like LGBT United, Friends of connections: Friends of people who are connected to LGBT United Ad Impressions 645 Ad Clicks 39 Ad Spend 269.87 RUB Ad Creation Date 06/25/15 04:26:40 AM PDT Ad End Date 06/26/15 04:26:40 AM PDT P(1)0002592 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on IntelligenceLGBT Unfted Sponsored - 0 ,ifi  Like Page Transgender employees will get health coverage On Tuesday the federal government ordered health insurers to include transition-related health coverage for transgender employees in their plans. ""Effective January 1, 2016, no carrier participating in the Federal Employees Health Benefits Program may have a general exclusion of services, drugs or supplies related to gender transition or 'sex transformations,""' the new ''carrier letter"" said.... See More 106 Likes  1 Comment 15 Shares li Like  * Comment  A Share P(1)0002593 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on Intelligence",06/25/15 04:26:40 AM PDT,N/A,N/A,N/A,P(1)0002592.pdf,"Placements: News Feed on desktop computers or News Feed on mobile devices People Who Match: People who like LGBT United, Friends of connections: Friends of people who are connected to LGBT United Ad Impressions 645 Ad Clicks 39 Ad Spend 269.87 RUB Ad Creation Date 06/25/15 04:26:40 AM PDT Ad End Date 06/26/15 04:26:40 AM PDT P(1)0002592 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on IntelligenceLGBT Unfted Sponsored - 0 ,ifi  Like Page Transgender employees will get health coverage On Tuesday the federal government ordered health insurers to include transition-related health coverage for transgender employees in their plans. ""Effective January 1, 2016, no carrier participating in the Federal Employees Health Benefits Program may have a general exclusion of services, drugs or supplies related to gender transition or 'sex transformations,""' the new ''carrier letter"" said.... See More 106 Likes  1 Comment 15 Shares li Like  * Comment  A Share P(1)0002593 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on Intelligence"
105,0,0,,We speak for all fellow members of LGBT community across the nation.,"Age: 18 - 65+ Language: English (UK) or English (US) Placements: News Feed on desktop computers or News Feed on mobile devices Ad Impressions 0 Ad Clicks 0 Ad Spend None Ad Creation Date 06/16/15 03:36:09 AM PDT P(1)0002596 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on IntelligenceSuggested Page LGBT United Sponsored We speak for all fellow members of LGBT community across the nation. GENDER PREFERENCE DOES NOT DEFINE YOU. YOUR SPIRIT DEFINES YOU LGBT United Community 141,523 people like this. IdF Like Page P(1)0002597 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on Intelligence",06/16/15 03:36:09 AM PDT,"Interests: LGBT community or Homosexuality Excluded Connections: Exclude people who like LGBT United Age: 18 - 65+ Language: English (UK) or English (US) Placements: News Feed on desktop computers or News Feed on mobile devices Ad Impressions 0 Ad Clicks 0 Ad Spend None Ad Creation Date 06/16/15 03:36:09 AM PDT P(1)0002596 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on IntelligenceSuggested Page LGBT United Sponsored We speak for all fellow members of LGBT community across the nation. GENDER PREFERENCE DOES NOT DEFINE YOU. YOUR SPIRIT DEFINES YOU LGBT United Community 141,523 people like this. IdF Like Page P(1)0002597 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on Intelligence","Language: English (UK) or English (US) Placements: News Feed on desktop computers or News Feed on mobile devices Ad Impressions 0 Ad Clicks 0 Ad Spend None Ad Creation Date 06/16/15 03:36:09 AM PDT P(1)0002596 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on IntelligenceSuggested Page LGBT United Sponsored We speak for all fellow members of LGBT community across the nation. GENDER PREFERENCE DOES NOT DEFINE YOU. YOUR SPIRIT DEFINES YOU LGBT United Community 141,523 people like this. IdF Like Page P(1)0002597 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on Intelligence",N/A,P(1)0002596.pdf,"Placements: News Feed on desktop computers or News Feed on mobile devices Ad Impressions 0 Ad Clicks 0 Ad Spend None Ad Creation Date 06/16/15 03:36:09 AM PDT P(1)0002596 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on IntelligenceSuggested Page LGBT United Sponsored We speak for all fellow members of LGBT community across the nation. GENDER PREFERENCE DOES NOT DEFINE YOU. YOUR SPIRIT DEFINES YOU LGBT United Community 141,523 people like this. IdF Like Page P(1)0002597 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on Intelligence"
106,91,1997,2673.94,We speak for all fellow members of LGBT community across the nation.,"Age: 18 - 65+ Language: English (UK) or English (US) Placements: News Feed on desktop computers or News Feed on mobile devices Ad Impressions 1,997 Ad Clicks 91 Ad Spend 2,673.94 RUB Ad Creation Date 06/17/15 03:15:18 AM PDT P(1)0002598 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on IntelligenceSuggested Page LGBT United Sponsored We speak for all fellow members of LGBT community across the nation. GENDER PREFERENCE DOES NOT DEFINE YOU. YOUR SPIRIT DEFINES YOU LGBT United Community 141,523 people like this. IdF Like Page P(1)0002599 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on Intelligence",06/17/15 03:15:18 AM PDT,"Interests: LGBT community, Homosexuality, Yoga, Fitness and wellness or Politics and social issues Excluded Connections: Exclude people who like LGBT United Age: 18 - 65+ Language: English (UK) or English (US) Placements: News Feed on desktop computers or News Feed on mobile devices Ad Impressions 1,997 Ad Clicks 91 Ad Spend 2,673.94 RUB Ad Creation Date 06/17/15 03:15:18 AM PDT P(1)0002598 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on IntelligenceSuggested Page LGBT United Sponsored We speak for all fellow members of LGBT community across the nation. GENDER PREFERENCE DOES NOT DEFINE YOU. YOUR SPIRIT DEFINES YOU LGBT United Community 141,523 people like this. IdF Like Page P(1)0002599 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on Intelligence","Language: English (UK) or English (US) Placements: News Feed on desktop computers or News Feed on mobile devices Ad Impressions 1,997 Ad Clicks 91 Ad Spend 2,673.94 RUB Ad Creation Date 06/17/15 03:15:18 AM PDT P(1)0002598 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on IntelligenceSuggested Page LGBT United Sponsored We speak for all fellow members of LGBT community across the nation. GENDER PREFERENCE DOES NOT DEFINE YOU. YOUR SPIRIT DEFINES YOU LGBT United Community 141,523 people like this. IdF Like Page P(1)0002599 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on Intelligence",N/A,P(1)0002598.pdf,"Placements: News Feed on desktop computers or News Feed on mobile devices Ad Impressions 1,997 Ad Clicks 91 Ad Spend 2,673.94 RUB Ad Creation Date 06/17/15 03:15:18 AM PDT P(1)0002598 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on IntelligenceSuggested Page LGBT United Sponsored We speak for all fellow members of LGBT community across the nation. GENDER PREFERENCE DOES NOT DEFINE YOU. YOUR SPIRIT DEFINES YOU LGBT United Community 141,523 people like this. IdF Like Page P(1)0002599 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on Intelligence"
